"Gene","Module","MM","MM_pval","GS_adjacent_non_tumor","pval_GS_adjacent_non_tumor","GS_Tumor","pval_GS_Tumor","SignificantModule","HubGene"
"C1QL4","turquoise",0.837277207956213,1.33539526907812e-64,0.237106150591517,0.000203321925711562,-0.237106150591517,0.000203321925711562,FALSE,TRUE
"C20orf141","turquoise",0.816535932350907,5.93497876964036e-59,0.238044053619466,0.000191492110090609,-0.238044053619466,0.000191492110090609,FALSE,TRUE
"C20orf173","turquoise",0.812245904186561,7.12126441512723e-58,0.213831799454865,0.000834680991035096,-0.213831799454865,0.000834680991035096,FALSE,TRUE
"C20orf204","turquoise",0.935834144248245,3.12178518147911e-110,0.242030464332914,0.000148027424697504,-0.242030464332914,0.000148027424697504,FALSE,TRUE
"C3orf18","turquoise",0.82130965645639,3.45825626287457e-60,0.317465428099442,4.81401085573693e-07,-0.317465428099442,4.81401085573693e-07,FALSE,TRUE
"CABP1","turquoise",0.86271275416367,1.01168489847659e-72,0.243636002746817,0.00013328434406789,-0.243636002746817,0.00013328434406789,FALSE,TRUE
"CACNG1","turquoise",0.803942642918236,7.31951759817363e-56,0.221124150714236,0.000544555217707582,-0.221124150714236,0.000544555217707582,FALSE,TRUE
"CACNG7","turquoise",0.873620936271354,1.01403223322376e-76,0.222854642941868,0.000491064258943378,-0.222854642941868,0.000491064258943378,FALSE,TRUE
"CACNG8","turquoise",0.932210830427789,1.77694169935638e-107,0.266578913443729,2.75256378712467e-05,-0.266578913443729,2.75256378712467e-05,FALSE,TRUE
"CAMK2N2","turquoise",0.918844987938264,1.71855664250826e-98,0.261288157026888,4.01245007278279e-05,-0.261288157026888,4.01245007278279e-05,FALSE,TRUE
"CARMIL3","turquoise",0.840757574565827,1.25889592649175e-65,0.285244179372326,6.82815441281023e-06,-0.285244179372326,6.82815441281023e-06,FALSE,TRUE
"CASKIN1","turquoise",0.924299542079046,5.87521474659881e-102,0.215915789897157,0.000739827448477175,-0.215915789897157,0.000739827448477175,FALSE,TRUE
"CATIP","turquoise",0.810101526546345,2.4078271830907e-57,0.2367468444148,0.000208031954547282,-0.2367468444148,0.000208031954547282,FALSE,TRUE
"CBARP","turquoise",0.819584319204477,9.75595244571655e-60,0.236252861896092,0.000214673805559946,-0.236252861896092,0.000214673805559946,FALSE,TRUE
"CCDC177","turquoise",0.937811071268168,8.36283768660893e-112,0.20919210818912,0.00108743259715611,-0.20919210818912,0.00108743259715611,FALSE,TRUE
"CCDC85B","turquoise",0.843902600690075,1.41820721784587e-66,0.206091736869761,0.00129367708243847,-0.206091736869761,0.00129367708243847,FALSE,TRUE
"CEBPE","turquoise",0.868319513478953,9.86832863028915e-75,0.231498760245791,0.000289518812077558,-0.231498760245791,0.000289518812077558,FALSE,TRUE
"CELF5","turquoise",0.937105696718013,3.08405239232963e-111,0.215400143629558,0.000762323205537972,-0.215400143629558,0.000762323205537972,FALSE,TRUE
"CEND1","turquoise",0.812857829316715,5.01571876076837e-58,0.254657229808971,6.36332973144583e-05,-0.254657229808971,6.36332973144583e-05,FALSE,TRUE
"CFAP100","turquoise",0.813592883689936,3.28653220005046e-58,0.204864250176822,0.00138481370079196,-0.204864250176822,0.00138481370079196,FALSE,TRUE
"CFAP410","turquoise",0.82447056341006,5.02275147074485e-61,0.243162254438,0.000137485007882028,-0.243162254438,0.000137485007882028,FALSE,TRUE
"CFAP46","turquoise",0.80059039553319,4.46285064618696e-55,0.220254438996303,0.000573429909584256,-0.220254438996303,0.000573429909584256,FALSE,TRUE
"CFAP74","turquoise",0.855913588796356,2.12473270201374e-70,0.202529078072223,0.00157461756125139,-0.202529078072223,0.00157461756125139,FALSE,TRUE
"CFAP77","turquoise",0.887153629093627,3.12634379163119e-82,0.222991608856665,0.000487045605616181,-0.222991608856665,0.000487045605616181,FALSE,TRUE
"CHST7","turquoise",0.834705719098044,7.37852380046911e-64,0.20573335627517,0.00131970000998467,-0.20573335627517,0.00131970000998467,FALSE,TRUE
"CHST8","turquoise",0.891063183314811,5.89736540042506e-84,0.249695723691244,8.91336060430088e-05,-0.249695723691244,8.91336060430088e-05,FALSE,TRUE
"CIMAP1D","turquoise",0.891608751376426,3.34811404917116e-84,0.272858564422323,1.74163673000869e-05,-0.272858564422323,1.74163673000869e-05,FALSE,TRUE
"CIMIP2A","turquoise",0.857487033898233,6.31892479521952e-71,0.246358812475542,0.000111380159260804,-0.246358812475542,0.000111380159260804,FALSE,TRUE
"CLDN19","turquoise",0.867391506759746,2.15468373313018e-74,0.206522726565824,0.00126300547735569,-0.206522726565824,0.00126300547735569,FALSE,TRUE
"CLPSL2","turquoise",0.831659013476198,5.38473098588667e-63,0.280403776584173,9.89813799238387e-06,-0.280403776584173,9.89813799238387e-06,FALSE,TRUE
"CNTN2","turquoise",0.896122062490699,2.74812905374821e-86,0.201447265310316,0.00167037275155922,-0.201447265310316,0.00167037275155922,FALSE,TRUE
"COL9A3","turquoise",0.882730399568223,2.34851035043212e-80,0.20283496517709,0.00154846819108169,-0.20283496517709,0.00154846819108169,FALSE,TRUE
"COX6A2","turquoise",0.886629154806137,5.26638993314925e-82,0.21054196275818,0.00100746127122233,-0.21054196275818,0.00100746127122233,FALSE,TRUE
"CPLX1","turquoise",0.86357773898192,5.01981464276927e-73,0.23371130449009,0.000252087549593196,-0.23371130449009,0.000252087549593196,FALSE,TRUE
"CRIP3","turquoise",0.830291190084195,1.29743363765629e-62,0.27460803113321,1.53002459788998e-05,-0.27460803113321,1.53002459788998e-05,FALSE,TRUE
"CRX","turquoise",0.822164575165315,2.06001592976654e-60,0.277565261701197,1.22665202178216e-05,-0.277565261701197,1.22665202178216e-05,FALSE,TRUE
"CRYAA","turquoise",0.901696004753433,5.32633792727298e-89,0.214770626107305,0.000790641872962059,-0.214770626107305,0.000790641872962059,FALSE,TRUE
"CRYBB1","turquoise",0.850926779836978,9.03609489603546e-69,0.243611412592401,0.000133499391241158,-0.243611412592401,0.000133499391241158,FALSE,TRUE
"CRYBB3","turquoise",0.844099007140456,1.23545389491324e-66,0.251403434343497,7.94332286603497e-05,-0.251403434343497,7.94332286603497e-05,FALSE,TRUE
"CSDC2","turquoise",0.881205473912596,9.99990313109962e-80,0.256579523573653,5.57413743844911e-05,-0.256579523573653,5.57413743844911e-05,FALSE,TRUE
"CSNK1A1L","turquoise",0.834511215085321,8.38688494894332e-64,0.249562331356685,8.99363678844027e-05,-0.249562331356685,8.99363678844027e-05,FALSE,TRUE
"CTAG1B","turquoise",0.859659826358838,1.15579439966871e-71,0.233917847973331,0.000248833854483079,-0.233917847973331,0.000248833854483079,FALSE,TRUE
"CTU1","turquoise",0.90613969696907,2.7847288392151e-91,0.235059760503432,0.000231540518177203,-0.235059760503432,0.000231540518177203,FALSE,TRUE
"CYP2A13","turquoise",0.84130997064601,8.60869180111961e-66,0.275482248648285,1.43364231643879e-05,-0.275482248648285,1.43364231643879e-05,FALSE,TRUE
"CYS1","turquoise",0.814062486899765,2.5062146462187e-58,0.247716909291418,0.000101762044797666,-0.247716909291418,0.000101762044797666,FALSE,TRUE
"CYSRT1","turquoise",0.841888622064098,5.7724509818429e-66,0.240952954621771,0.000158762869437085,-0.240952954621771,0.000158762869437085,FALSE,TRUE
